point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id,GHI_daily_kWh,GHIcs_daily_kWh,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms
RJP_0083,2023-06-05,24,7574.83,7900.12,0.9588246760808696,24.27,38.27,31.567083333333333,46.465833333333336,3.0500000000000003,2,7.5748299999999995,7.90012,31.567083333333333,38.27,24.27,14.000000000000004,46.465833333333336,3.0500000000000003
RJP_0083,2023-06-06,24,7338.610000000001,7686.82,0.9547003832534132,25.12,39.88,32.78125,44.517500000000005,3.792083333333333,2,7.338610000000001,7.68682,32.78125,39.88,25.12,14.760000000000002,44.517500000000005,3.792083333333333
RJP_0083,2023-06-07,24,7804.755,7900.875,0.9878342588637334,26.06,39.47,32.317083333333336,44.44375,4.189583333333333,2,7.804755,7.900875,32.317083333333336,39.47,26.06,13.41,44.44375,4.189583333333333
RJP_0083,2023-06-08,24,7116.755,7707.195,0.9233910651021546,25.74,39.57,32.80708333333333,50.42000000000001,4.841666666666667,2,7.116755,7.707195,32.80708333333333,39.57,25.74,13.830000000000002,50.42000000000001,4.841666666666667
RJP_0083,2023-06-09,24,7582.295,7912.12,0.9583139537822986,25.79,40.0,32.36375,44.84916666666666,5.685833333333332,2,7.582295,7.91212,32.36375,40.0,25.79,14.21,44.84916666666666,5.685833333333332
RJP_0083,2023-06-10,24,7630.485,7867.709999999999,0.9698482785969488,25.75,39.89,32.490833333333335,47.30500000000001,6.1625000000000005,2,7.630484999999999,7.867709999999999,32.490833333333335,39.89,25.75,14.14,47.30500000000001,6.1625000000000005
RJP_0083,2023-06-11,24,7632.159999999999,7853.44,0.9718238122402412,26.39,39.07,32.600833333333334,51.90958333333333,5.644583333333333,2,7.632159999999999,7.85344,32.600833333333334,39.07,26.39,12.68,51.90958333333333,5.644583333333333
RJP_0083,2023-06-12,24,7682.3,7806.329999999999,0.9841116119866828,27.44,40.99,34.03333333333333,45.26458333333333,6.089583333333333,2,7.682300000000001,7.806329999999999,34.03333333333333,40.99,27.44,13.55,45.26458333333333,6.089583333333333
RJP_0083,2023-06-13,24,7446.93,7897.195,0.9429841861572368,27.76,41.55,34.632083333333334,41.3875,5.900416666666668,2,7.44693,7.897195,34.632083333333334,41.55,27.76,13.789999999999996,41.3875,5.900416666666668
RJP_0083,2023-06-14,24,7429.44,7800.855,0.9523879113251048,27.74,40.17,34.22708333333333,41.469166666666666,6.314583333333334,2,7.42944,7.800854999999999,34.22708333333333,40.17,27.74,12.430000000000003,41.469166666666666,6.314583333333334
