point_id,lat,lon,population,cluster_id,max_membership_prob,chosen_k,bootstrap_ari_mean_chosen_k,bootstrap_effective_n_resamples_chosen_k,prob_cluster0,prob_cluster1,prob_cluster2
RJP_0175,27.375,76.375,159990.09639282525,2,1.0,3,0.8076827077818228,50,2.5336086151060237e-34,3.3761508526237154e-40,1.0
RJP_0176,25.375,75.125,159491.98526245356,0,0.9999999999995914,3,0.8076827077818228,50,0.9999999999995914,3.4714874397958705e-42,4.09663185633319e-13
RJP_0177,29.125,75.125,159433.59140253067,2,1.0,3,0.8076827077818228,50,8.026966322362833e-68,1.2760069890013134e-19,1.0
RJP_0178,25.625,74.375,158713.45566415787,0,0.9999995852088909,3,0.8076827077818228,50,0.9999995852088909,4.0885459428509716e-32,4.1479110940064994e-07
RJP_0179,24.875,73.375,158594.16088251024,0,1.0,3,0.8076827077818228,50,1.0,7.822823719986289e-63,5.092075689880112e-24
RJP_0180,23.875,74.625,157249.98878404498,0,1.0,3,0.8076827077818228,50,1.0,1.5917857524365448e-121,1.5128351127830352e-78
RJP_0181,25.125,74.625,156024.7826846242,0,0.9999999986619876,3,0.8076827077818228,50,0.9999999986619876,4.489746687031164e-38,1.338010667864511e-09
RJP_0182,24.875,72.125,154999.20437151194,0,0.9999998063838379,3,0.8076827077818228,50,0.9999998063838379,5.063250205324057e-12,1.9361109541722927e-07
RJP_0183,26.375,73.625,153306.3565185666,1,0.9999999999647571,3,0.8076827077818228,50,6.227972175332004e-38,0.9999999999647571,3.524233684195108e-11
RJP_0184,24.125,74.875,152870.61702758074,0,1.0,3,0.8076827077818228,50,1.0,6.952203470406969e-71,2.4459691886592387e-34
RJP_0185,27.875,73.625,152513.89314338565,1,1.0,3,0.8076827077818228,50,3.320214435785152e-101,1.0,1.9144854989386915e-53
RJP_0186,25.625,74.625,152031.59045749903,0,0.9999985702810246,3,0.8076827077818228,50,0.9999985702810246,8.126095761283277e-31,1.4297189757177306e-06
RJP_0187,25.375,76.125,151372.57834368944,0,1.0,3,0.8076827077818228,50,1.0,8.007929380577994e-49,9.159167996178506e-21
RJP_0188,26.375,74.875,151251.68192607164,2,0.9999999999932854,3,0.8076827077818228,50,1.924092091992742e-15,6.710932990178942e-12,0.9999999999932854
